DOCID,CUSTODIAN,CATEGORY,SUBCATEGORY,STORYLINE,KEY_DOCUMENT,CONFIDENTIALITY,SUGGESTED_PRIVILEGE,EXACT_DUPLICATE,FILENAME,SUBJECT_OR_TITLE
CROWN00001124,Thomas Cromwell,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001125,King Henry VIII,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001126,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00001127,King Henry VIII,routine,logistics,(routine),No,Confidential,No,No,The works at the palace of whitehall  for approval.eml,The works at the palace of whitehall — for approval
CROWN00001128,Thomas Cromwell,loose,png,(loose),No,,No,No,Portrait_cromwell022.png,Portrait of an Ambassador
CROWN00001129,Thomas Cromwell,loose,png,(loose),No,,No,No,Portrait_cromwell022_rev2.png,Portrait of an Ambassador (rev. 2)
CROWN00001130,King Henry VIII,routine,concern,(routine),No,,No,No,The embassy to france  for approval.eml,The embassy to france — for approval
CROWN00001131,Archbishop Thomas Cranmer,routine,concern,(routine),No,,No,No,Re the royal stables accounts.eml,Re: the royal stables accounts
CROWN00001132,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
CROWN00001133,King Henry VIII,narrative,dissolution,Dissolution,No,Confidential,No,No,Query on the disposal of Whitby Abbeys library.eml,Query on the disposal of Whitby Abbey's library
CROWN00001134,Thomas Cromwell,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001135,Archbishop Thomas Cranmer,narrative,dissolution,Dissolution,No,,No,No,Minutes touching the plate and ornaments of Lewes Priory.eml,Minutes touching the plate and ornaments of Lewes Priory
CROWN00001136,Archbishop Thomas Cranmer,narrative,dissolution,Dissolution,No,,No,No,Re Minutes touching the plate and ornaments of Lewes Priory.eml,Re: Minutes touching the plate and ornaments of Lewes Priory
CROWN00001137,Thomas Cromwell,narrative,dissolution,Dissolution,No,,No,No,the survey of Syon Abbey further to our last.eml,the survey of Syon Abbey (further to our last)
CROWN00001138,King Henry VIII,narrative,dissolution,Dissolution,No,,No,Yes,the survey of Syon Abbey further to our last.eml,the survey of Syon Abbey (further to our last)
CROWN00001139,King Henry VIII,narrative,dissolution,Dissolution,No,,No,No,Re the survey of Syon Abbey further to our last.eml,Re: the survey of Syon Abbey (further to our last)
CROWN00001140,Thomas Cromwell,routine,report,(routine),No,Confidential,No,No,The royal stables accounts quarterly.eml,The royal stables accounts (quarterly)
CROWN00001141,King Henry VIII,routine,report,(routine),No,Confidential,No,No,Note the Garter ceremony arrangements.eml,Note: the Garter ceremony arrangements
CROWN00001142,King Henry VIII,narrative,dissolution,Dissolution,No,,No,No,Concerning the disposal of Bury St Edmunds Abbeys library.eml,Concerning the disposal of Bury St Edmunds Abbey's library
CROWN00001143,King Henry VIII,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00001144,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00001145,King Henry VIII,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001146,Thomas Cromwell,routine,report,(routine),No,,No,No,Note the ordnance survey.eml,Note: the ordnance survey
CROWN00001147,Thomas Cromwell,routine,report,(routine),No,,No,No,WorkOrder_rtn-00745.docx,Work Order — the ordnance survey
CROWN00001148,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re Note the ordnance survey.eml,Re: Note: the ordnance survey
CROWN00001149,Archbishop Thomas Cranmer,routine,request,(routine),No,,No,No,Note the wine shipment from Gascony.eml,Note: the wine shipment from Gascony
CROWN00001150,Thomas Cromwell,noise,spam_vendor,(noise),No,,No,No,New Leeches In Stock  Free Delivery on Tonics.eml,New Leeches In Stock + Free Delivery on Tonics
CROWN00001151,Thomas Cromwell,routine,logistics,(routine),No,,No,No,The subsidy assessment for hampshire  for approval.eml,The subsidy assessment for hampshire — for approval
CROWN00001152,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  14 May 1538.eml,Tudor Times Weekly — 14 May 1538
CROWN00001153,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00001154,Thomas Cromwell,routine,request,(routine),No,,No,No,The ordnance survey.eml,The ordnance survey
CROWN00001155,Thomas Cromwell,routine,request,(routine),No,,No,No,Report_rtn-00603.pdf,Report — the ordnance survey
CROWN00001156,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Christmas Revels.eml,Invitation: Christmas Revels
CROWN00001157,Thomas Cromwell,noise,auto_reply,(noise),No,,No,No,Automatic reply The Ordnance Accounts.eml,Automatic reply: The Ordnance Accounts
CROWN00001158,King Henry VIII,noise,spam_food,(noise),No,,No,No,Hungry After the Hunt We Deliver to Every Palace.eml,Hungry After the Hunt? We Deliver to Every Palace
CROWN00001159,King Henry VIII,noise,bounce,(noise),No,,No,No,Undeliverable Repairs To The Royal Barge.eml,Undeliverable: Repairs To The Royal Barge
CROWN00001160,Archbishop Thomas Cranmer,noise,bounce,(noise),No,,No,No,Undeliverable The Harvest Levy.eml,Undeliverable: The Harvest Levy
CROWN00001161,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,New Quill Procurement Policy  Effective Immediately.eml,New Quill Procurement Policy — Effective Immediately
CROWN00001162,King Henry VIII,routine,concern,(routine),No,,No,No,The victualling of the fleet  for approval.eml,The victualling of the fleet — for approval
CROWN00001163,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Scheduled Maintenance The Royal Scriptorium Sunday 2am-6am.eml,"Scheduled Maintenance: The Royal Scriptorium (Sunday, 2am-6am)"
CROWN00001164,King Henry VIII,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00001165,Archbishop Thomas Cranmer,routine,concern,(routine),No,,No,No,The works at hever castle quarterly.eml,The works at hever castle (quarterly)
CROWN00001166,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re The works at hever castle quarterly.eml,Re: The works at hever castle (quarterly)
CROWN00001167,King Henry VIII,routine,request,(routine),No,,No,No,The new years gift roll  for approval.eml,The new year's gift roll — for approval
CROWN00001168,King Henry VIII,routine,request,(routine),No,,No,No,WorkOrder_rtn-00865.docx,Work Order — the New Year's gift roll
CROWN00001169,King Henry VIII,routine,approval,(routine),No,,No,No,Re The new years gift roll  for approval.eml,Re: The new year's gift roll — for approval
CROWN00001170,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Attendance Requested at Tower Green 9 oclock.eml,"Invitation: Attendance Requested at Tower Green, 9 o'clock"
CROWN00001171,King Henry VIII,noise,calendar,(noise),No,,No,No,invite.ics,"Invitation — Attendance Requested at Tower Green, 9 o'clock"
CROWN00001172,Archbishop Thomas Cranmer,noise,bounce,(noise),No,,No,No,Undeliverable The New Coinage.eml,Undeliverable: The New Coinage
CROWN00001173,Thomas Cromwell,routine,request,(routine),No,,No,No,Note the purveyance of venison.eml,Note: the purveyance of venison
CROWN00001174,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00001175,Archbishop Thomas Cranmer,noise,auto_reply,(noise),No,,No,No,Automatic reply The Muster Of Able Men.eml,Automatic reply: The Muster Of Able Men
CROWN00001176,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,Two Trenchers for One  This Sennight Only at Ye Olde Pizza H.eml,Two Trenchers for One — This Sennight Only at Ye Olde Pizza Hut
CROWN00001177,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Reminder Mandatory Doublet  Hose Compliance Training.eml,Reminder: Mandatory Doublet & Hose Compliance Training
CROWN00001178,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Wool Staple At Calais.eml,Automatic reply: The Wool Staple At Calais
CROWN00001179,Thomas Cromwell,loose,xlsx,(loose),No,Confidential,No,No,Treasury_Ledger_1538_Michaelmas_cromwell034.xlsx,Treasury Ledger — Michaelmas 1538
CROWN00001180,Thomas Cromwell,noise,bounce,(noise),No,,No,No,Undeliverable The Subsidy Roll.eml,Undeliverable: The Subsidy Roll
CROWN00001181,King Henry VIII,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00001182,King Henry VIII,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Garter Ceremony
CROWN00001183,King Henry VIII,noise,auto_reply,(noise),No,,No,No,Automatic reply The Progress Itinerary.eml,Automatic reply: The Progress Itinerary
CROWN00001184,King Henry VIII,narrative,dissolution,Dissolution,No,,No,No,Minutes touching the pensions of the religious.eml,Minutes touching the pensions of the religious
CROWN00001185,King Henry VIII,routine,request,(routine),No,Confidential,No,No,Note the wardrobe accounts.eml,Note: the wardrobe accounts
CROWN00001186,Thomas Cromwell,routine,concern,(routine),No,,No,No,The subsidy assessment for essex quarterly.eml,The subsidy assessment for essex (quarterly)
CROWN00001187,Thomas Cromwell,routine,concern,(routine),No,,No,No,WorkOrder_rtn-00520.docx,Work Order — the subsidy assessment for Essex
CROWN00001188,King Henry VIII,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00001189,Archbishop Thomas Cranmer,routine,report,(routine),No,,No,No,The embassy to france quarterly.eml,The embassy to france (quarterly)
CROWN00001190,Thomas Cromwell,routine,request,(routine),No,Confidential,No,No,Re the masque costumes.eml,Re: the masque costumes
CROWN00001191,Archbishop Thomas Cranmer,loose,docx,(loose),No,,No,No,Draft_Proclamation_cranmer064.docx,Draft Proclamation touching the Scottish border
CROWN00001192,Archbishop Thomas Cranmer,noise,newsletter,(noise),No,,No,No,Jousting Monthly Lists Lances  League Tables.eml,"Jousting Monthly: Lists, Lances & League Tables"
CROWN00001193,King Henry VIII,routine,report,(routine),No,Confidential,No,No,Note the royal barge repairs.eml,Note: the royal barge repairs
CROWN00001194,King Henry VIII,routine,report,(routine),No,,No,No,Report_rtn-00553.pdf,Report — the royal barge repairs
CROWN00001195,King Henry VIII,routine,approval,(routine),No,,No,No,Re Note the royal barge repairs.eml,Re: Note: the royal barge repairs
CROWN00001196,Thomas Cromwell,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00001197,Archbishop Thomas Cranmer,noise,spam_scam,(noise),No,,No,No,CONGRATULATIONS  You Have Won the Royal Spanish Lottery 5000.eml,"CONGRATULATIONS — You Have Won the Royal Spanish Lottery (500,000 Ducats)"
CROWN00001198,Thomas Cromwell,noise,phishing,(noise),No,,No,No,URGENT Verify Thy Royal Account Within 24 Hours.eml,URGENT: Verify Thy Royal Account Within 24 Hours
CROWN00001199,Archbishop Thomas Cranmer,noise,calendar,(noise),No,,No,No,Invitation Privy Council  Weekly Sitting.eml,Invitation: Privy Council — Weekly Sitting
CROWN00001200,King Henry VIII,routine,concern,(routine),No,Confidential,No,No,The progress to hampton court palace  for approval.eml,The progress to hampton court palace — for approval
CROWN00001201,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor Times Weekly  21 Feb 1539.eml,Tudor Times Weekly — 21 Feb 1539
CROWN00001202,King Henry VIII,noise,newsletter,(noise),No,,No,No,Tudor_Times_Weekly.pdf,Tudor Times Weekly — Full Issue
CROWN00001203,Thomas Cromwell,routine,report,(routine),No,,No,No,Note the Garter ceremony arrangements.eml,Note: the Garter ceremony arrangements
CROWN00001204,Thomas Cromwell,routine,report,(routine),No,,No,No,WorkOrder_rtn-00825.docx,Work Order — the Garter ceremony arrangements
CROWN00001205,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Garter Ceremony.eml,Invitation: Garter Ceremony
CROWN00001206,Archbishop Thomas Cranmer,loose,xlsx,(loose),No,Confidential,No,No,Treasury_Ledger_1539_Lady Day_cranmer072.xlsx,Treasury Ledger — Lady Day 1539
CROWN00001207,King Henry VIII,noise,spam_food,(noise),No,,No,No,Lenten Special  No Meat Much Cheese Still Glorious.eml,"Lenten Special — No Meat, Much Cheese, Still Glorious"
CROWN00001208,Archbishop Thomas Cranmer,noise,it_notice,(noise),No,,No,No,Password Rotation Required Change Thy Cipher This Month.eml,Password Rotation Required: Change Thy Cipher This Month
CROWN00001209,Archbishop Thomas Cranmer,narrative,dissolution,Dissolution,No,,No,No,the lead and bells of Furness Abbey an update.eml,the lead and bells of Furness Abbey: an update
CROWN00001210,Archbishop Thomas Cranmer,routine,report,(routine),No,,No,No,The wardrobe accounts  for approval.eml,The wardrobe accounts — for approval
CROWN00001211,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re The wardrobe accounts  for approval.eml,Re: The wardrobe accounts — for approval
CROWN00001212,Thomas Cromwell,noise,bounce,(noise),No,,No,No,Undeliverable The Subsidy Roll.eml,Undeliverable: The Subsidy Roll
CROWN00001213,King Henry VIII,routine,request,(routine),No,,No,No,The garter ceremony arrangements  for approval.eml,The garter ceremony arrangements — for approval
CROWN00001214,King Henry VIII,routine,report,(routine),No,,No,No,The kitchen accounts for the quarter  for approval.eml,The kitchen accounts for the quarter — for approval
CROWN00001215,King Henry VIII,routine,approval,(routine),No,,No,No,Re The kitchen accounts for the quarter  for approval.eml,Re: The kitchen accounts for the quarter — for approval
CROWN00001216,Thomas Cromwell,noise,it_notice,(noise),No,,No,No,Mailbox Quota Warning Thy Coffer is 90 Full.eml,Mailbox Quota Warning: Thy Coffer is 90% Full
CROWN00001217,King Henry VIII,routine,request,(routine),No,,No,No,The ordnance survey quarterly.eml,The ordnance survey (quarterly)
CROWN00001218,Thomas Cromwell,routine,logistics,(routine),No,,No,No,The progress to richmond palace.eml,The progress to richmond palace
CROWN00001219,Thomas Cromwell,loose,png,(loose),No,,No,No,Plan_cromwell009.png,Plan of Nonsuch Palace
CROWN00001220,Archbishop Thomas Cranmer,noise,spam_food,(noise),No,,No,No,NEW The Hampton Court Meat Feast Feeds a Whole Privy Council.eml,NEW: The Hampton Court Meat Feast (Feeds a Whole Privy Council)
CROWN00001221,Archbishop Thomas Cranmer,noise,bounce,(noise),No,,No,No,Undeliverable The Muster Of Able Men.eml,Undeliverable: The Muster Of Able Men
CROWN00001222,Thomas Cromwell,noise,bounce,(noise),No,,No,No,Undeliverable The Scottish Border.eml,Undeliverable: The Scottish Border
CROWN00001223,Thomas Cromwell,noise,calendar,(noise),No,,No,No,Invitation Coronation Banquet.eml,Invitation: Coronation Banquet
CROWN00001224,Thomas Cromwell,noise,calendar,(noise),No,,No,No,invite.ics,Invitation — Coronation Banquet
CROWN00001225,King Henry VIII,routine,logistics,(routine),No,,No,No,The victualling of the fleet quarterly.eml,The victualling of the fleet (quarterly)
CROWN00001226,King Henry VIII,routine,approval,(routine),No,,No,No,Re The victualling of the fleet quarterly.eml,Re: The victualling of the fleet (quarterly)
CROWN00001227,Thomas Cromwell,narrative,cleves,Cleves,No,,No,No,A word about the marriage treaty.eml,A word about the marriage treaty
CROWN00001228,Archbishop Thomas Cranmer,narrative,cleves,Cleves,No,,No,No,Re A word about the marriage treaty.eml,Re: A word about the marriage treaty
CROWN00001229,Thomas Cromwell,narrative,cleves,Cleves,No,,No,Yes,Re A word about the marriage treaty.eml,Re: A word about the marriage treaty
CROWN00001230,Archbishop Thomas Cranmer,routine,logistics,(routine),No,,No,No,Re the New Years gift roll.eml,Re: the New Year's gift roll
CROWN00001231,Archbishop Thomas Cranmer,routine,approval,(routine),No,,No,No,Re the New Years gift roll.eml,Re: the New Year's gift roll
CROWN00001232,Thomas Cromwell,routine,concern,(routine),No,,No,No,The royal barge repairs.eml,The royal barge repairs
CROWN00001233,Thomas Cromwell,routine,approval,(routine),No,,No,No,Re The royal barge repairs.eml,Re: The royal barge repairs
